pokedex_number,name,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,capture_rate,attack,defense,height_m,hp,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
503,Samurott,"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,528,45,100,85,1.5,95,108,70,70,water,,94.6,5,0
504,Patrat,"['Run Away', 'Keen Eye', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,255,255,55,39,0.5,45,35,39,42,normal,,11.6,5,0
505,Watchog,"['Illuminate', 'Keen Eye', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,420,255,85,69,1.1,60,60,69,77,normal,,27,5,0
506,Lillipup,"['Vital Spirit', 'Pickup', 'Run Away']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,275,255,60,45,0.4,45,25,45,55,normal,,4.1,5,0
507,Herdier,"['Intimidate', 'Sand Rush', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,370,120,80,65,0.9,65,35,65,60,normal,,14.7,5,0
508,Stoutland,"['Intimidate', 'Sand Rush', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,500,45,110,90,1.2,85,45,90,80,normal,,61,5,0
509,Purrloin,"['Limber', 'Unburden', 'Prankster']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,5120,70,281,255,50,37,0.4,41,50,37,66,dark,,10.1,5,0
510,Liepard,"['Limber', 'Unburden', 'Prankster']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,5120,70,446,90,88,50,1.1,64,88,50,106,dark,,37.5,5,0
511,Pansage,"['Gluttony', 'Overgrow']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,316,190,53,48,0.6,50,53,48,64,grass,,10.5,5,0
512,Simisage,"['Gluttony', 'Overgrow']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,498,75,98,63,1.1,75,98,63,101,grass,,30.5,5,0
513,Pansear,"['Gluttony', 'Blaze']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,316,190,53,48,0.6,50,53,48,64,fire,,11,5,0
514,Simisear,"['Gluttony', 'Blaze']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,498,75,98,63,1,75,98,63,101,fire,,28,5,0
515,Panpour,"['Gluttony', 'Torrent']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,316,190,53,48,0.6,50,53,48,64,water,,13.5,5,0
516,Simipour,"['Gluttony', 'Torrent']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,498,75,98,63,1,75,98,63,101,water,,29,5,0
517,Munna,"['Forewarn', 'Synchronize', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,2560,70,292,190,25,45,0.6,76,67,55,24,psychic,,23.3,5,0
518,Musharna,"['Forewarn', 'Synchronize', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,2560,70,487,75,55,85,1.1,116,107,95,29,psychic,,60.5,5,0
519,Pidove,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,264,255,55,50,0.3,50,36,30,43,normal,flying,2.1,5,0
520,Tranquill,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,358,120,77,62,0.6,62,50,42,65,normal,flying,15,5,0
521,Unfezant,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,488,45,115,80,1.2,80,65,55,93,normal,flying,29,5,0
522,Blitzle,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,295,190,60,32,0.8,45,50,32,76,electric,,29.8,5,0
523,Zebstrika,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,497,75,100,63,1.6,75,80,63,116,electric,,79.5,5,0
524,Roggenrola,"['Sturdy', 'Weak Armor', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,3840,70,280,255,75,85,0.4,55,25,25,15,rock,,18,5,0
525,Boldore,"['Sturdy', 'Weak Armor', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,3840,70,390,120,105,105,0.9,70,50,40,20,rock,,102,5,0
526,Gigalith,"['Sturdy', 'Sand Stream', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,3840,70,515,45,135,130,1.7,85,60,80,25,rock,,260,5,0
527,Woobat,"['Unaware', 'Klutz', 'Simple']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,3840,70,323,190,45,43,0.4,65,55,43,72,psychic,flying,2.1,5,0
528,Swoobat,"['Unaware', 'Klutz', 'Simple']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,3840,70,425,45,57,55,0.9,67,77,55,114,psychic,flying,10.5,5,0
529,Drilbur,"['Sand Rush', 'Sand Force', 'Mold Breaker']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,328,120,85,40,0.3,60,30,45,68,ground,,8.5,5,0
530,Excadrill,"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,5120,70,508,60,135,60,0.7,110,50,65,88,ground,steel,40.4,5,0
531,Audino,"['Healer', 'Regenerator', 'Klutz']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,545,255,60,126,1.1,103,80,126,50,normal,,31,5,0
532,Timburr,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,305,180,80,55,0.6,75,25,35,35,fighting,,12.5,5,0
533,Gurdurr,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,405,90,105,85,1.2,85,40,50,40,fighting,,40,5,0
534,Conkeldurr,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,505,45,140,95,1.4,105,55,65,45,fighting,,87,5,0
535,Tympole,"['Swift Swim', 'Hydration', 'Water Absorb']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,294,255,50,40,0.5,50,50,40,64,water,,4.5,5,0
536,Palpitoad,"['Swift Swim', 'Hydration', 'Water Absorb']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,384,120,65,55,0.8,75,65,55,69,water,ground,17,5,0
537,Seismitoad,"['Swift Swim', 'Poison Touch', 'Water Absorb']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,509,45,95,75,1.5,105,85,75,74,water,ground,62,5,0
538,Throh,"['Guts', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,465,45,100,85,1.3,120,30,85,45,fighting,,55.5,5,0
539,Sawk,"['Sturdy', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,465,45,125,75,1.4,75,30,75,85,fighting,,51,5,0
540,Sewaddle,"['Swarm', 'Chlorophyll', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,3840,70,310,255,53,70,0.3,45,40,60,42,bug,grass,2.5,5,0
541,Swadloon,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,3840,70,380,120,63,90,0.5,55,50,80,42,bug,grass,7.3,5,0
542,Leavanny,"['Swarm', 'Chlorophyll', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,3840,70,500,45,103,80,1.2,75,70,80,92,bug,grass,20.5,5,0
543,Venipede,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,3840,70,260,255,45,59,0.4,30,30,39,57,bug,poison,5.3,5,0
544,Whirlipede,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,3840,70,360,120,55,99,1.2,40,40,79,47,bug,poison,58.5,5,0
545,Scolipede,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,5120,70,485,45,100,89,2.5,60,55,69,112,bug,poison,200.5,5,0
546,Cottonee,"['Prankster', 'Infiltrator', 'Chlorophyll']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,5120,70,280,190,27,60,0.3,40,37,50,66,grass,fairy,0.6,5,0
547,Whimsicott,"['Prankster', 'Infiltrator', 'Chlorophyll']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,5120,70,480,75,67,85,0.7,60,77,75,116,grass,fairy,6.6,5,0
548,Petilil,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,280,190,35,50,0.5,45,70,50,30,grass,,6.6,5,0
549,Lilligant,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,480,75,60,75,1.1,70,110,75,90,grass,,16.3,5,0
550,Basculin,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10240,70,460,25,92,65,1,70,80,55,98,water,,18,5,0
551,Sandile,"['Intimidate', 'Moxie', 'Anger Point']",2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,5120,70,292,180,72,35,0.7,50,35,35,65,ground,dark,15.2,5,0
552,Krokorok,"['Intimidate', 'Moxie', 'Anger Point']",2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,5120,70,351,90,82,45,1,60,45,45,74,ground,dark,33.4,5,0
553,Krookodile,"['Intimidate', 'Moxie', 'Anger Point']",2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,5120,70,519,45,117,80,1.5,95,65,70,92,ground,dark,96.3,5,0
554,Darumaka,"['Hustle', 'Inner Focus']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,315,120,90,45,0.6,70,15,45,50,fire,,37.5,5,0
555,Darmanitan,"['Sheer Force', 'Zen Mode']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,540,60,30,105,1.3,105,140,105,55,fire,fire,92.9,5,0
556,Maractus,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,461,255,86,67,1,75,106,67,60,grass,,28,5,0
557,Dwebble,"['Sturdy', 'Shell Armor', 'Weak Armor']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,5120,70,325,190,65,85,0.3,50,35,35,55,bug,rock,14.5,5,0
558,Crustle,"['Sturdy', 'Shell Armor', 'Weak Armor']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,5120,70,485,75,105,125,1.4,70,65,75,45,bug,rock,200,5,0
559,Scraggy,"['Shed Skin', 'Moxie', 'Intimidate']",1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,3840,35,348,180,75,70,0.6,50,35,70,48,dark,fighting,11.8,5,0
560,Scrafty,"['Shed Skin', 'Moxie', 'Intimidate']",1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,3840,70,488,90,90,115,1.1,65,45,115,58,dark,fighting,30,5,0
561,Sigilyph,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,5120,70,490,45,58,80,1.4,72,103,80,97,psychic,flying,14,5,0
562,Yamask,['Mummy'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,70,303,190,30,85,0.5,38,55,65,30,ghost,,1.5,5,0
563,Cofagrigus,['Mummy'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,70,483,90,50,145,1.7,58,95,105,30,ghost,,76.5,5,0
564,Tirtouga,"['Solid Rock', 'Sturdy', 'Swift Swim']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,7680,70,355,45,78,103,0.7,54,53,45,22,water,rock,16.5,5,0
565,Carracosta,"['Solid Rock', 'Sturdy', 'Swift Swim']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,7680,70,495,45,108,133,1.2,74,83,65,32,water,rock,81,5,0
566,Archen,['Defeatist'],0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,7680,70,401,45,112,45,0.5,55,74,45,70,rock,flying,9.5,5,0
567,Archeops,['Defeatist'],0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,7680,70,567,45,140,65,1.4,75,112,65,110,rock,flying,32,5,0
568,Trubbish,"['Stench', 'Sticky Hold', 'Aftermath']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,329,190,50,62,0.6,50,40,62,65,poison,,31,5,0
569,Garbodor,"['Stench', 'Weak Armor', 'Aftermath']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,5120,70,474,60,95,82,1.9,80,60,82,75,poison,,107.3,5,0
570,Zorua,['Illusion'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,6400,70,330,75,65,40,0.7,40,80,40,65,dark,,12.5,5,0
571,Zoroark,['Illusion'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,5120,70,510,45,105,60,1.6,60,120,60,105,dark,,81.1,5,0
572,Minccino,"['Cute Charm', 'Technician', 'Skill Link']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,300,255,50,40,0.4,55,40,40,75,normal,,5.8,5,0
573,Cinccino,"['Cute Charm', 'Technician', 'Skill Link']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,470,60,95,60,0.5,75,65,60,115,normal,,7.5,5,0
574,Gothita,"['Frisk', 'Competitive', 'Shadow Tag']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,290,200,30,50,0.4,45,55,65,45,psychic,,5.8,5,0
575,Gothorita,"['Frisk', 'Competitive', 'Shadow Tag']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,390,100,45,70,0.7,60,75,85,55,psychic,,18,5,0
576,Gothitelle,"['Frisk', 'Competitive', 'Shadow Tag']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,490,50,55,95,1.5,70,95,110,65,psychic,,44,5,0
577,Solosis,"['Overcoat', 'Magic Guard', 'Regenerator']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,290,200,30,40,0.3,45,105,50,20,psychic,,1,5,0
578,Duosion,"['Overcoat', 'Magic Guard', 'Regenerator']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,370,100,40,50,0.6,65,125,60,30,psychic,,8,5,0
579,Reuniclus,"['Overcoat', 'Magic Guard', 'Regenerator']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,490,50,65,75,1,110,125,85,30,psychic,,20.1,5,0
580,Ducklett,"['Keen Eye', 'Big Pecks', 'Hydration']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,5120,70,305,190,44,50,0.5,62,44,50,55,water,flying,5.5,5,0
581,Swanna,"['Keen Eye', 'Big Pecks', 'Hydration']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,5120,70,473,45,87,63,1.3,75,87,63,98,water,flying,24.2,5,0
582,Vanillite,"['Ice Body', 'Snow Cloak', 'Weak Armor']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,305,255,50,50,0.4,36,65,60,44,ice,,5.7,5,0
583,Vanillish,"['Ice Body', 'Snow Cloak', 'Weak Armor']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,395,120,65,65,1.1,51,80,75,59,ice,,41,5,0
584,Vanilluxe,"['Ice Body', 'Snow Warning', 'Weak Armor']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,535,45,95,85,1.3,71,110,95,79,ice,,57.5,5,0
585,Deerling,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,335,190,60,50,0.6,60,40,50,75,normal,grass,19.5,5,0
586,Sawsbuck,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,475,75,100,70,1.9,80,60,70,95,normal,grass,92.5,5,0
587,Emolga,"['Static', 'Motor Drive']",0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,5120,70,428,200,75,60,0.4,55,75,60,103,electric,flying,5,5,0
588,Karrablast,"['Swarm', 'Shed Skin', 'No Guard']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,315,200,75,45,0.5,50,40,45,60,bug,,5.9,5,0
589,Escavalier,"['Swarm', 'Shell Armor', 'Overcoat']",0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,3840,70,495,75,135,105,1,70,60,105,20,bug,steel,33,5,0
590,Foongus,"['Effect Spore', 'Regenerator']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,294,190,55,45,0.2,69,55,55,15,grass,poison,1,5,0
591,Amoonguss,"['Effect Spore', 'Regenerator']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,464,75,85,70,0.6,114,85,80,30,grass,poison,10.5,5,0
592,Frillish,"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,5120,70,335,190,40,50,1.2,55,65,85,40,water,ghost,33,5,0
593,Jellicent,"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,5120,70,480,60,60,70,2.2,100,85,105,60,water,ghost,135,5,0
594,Alomomola,"['Healer', 'Hydration', 'Regenerator']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10240,70,470,75,75,80,1.2,165,40,45,65,water,,31.6,5,0
595,Joltik,"['Compoundeyes', 'Unnerve', 'Swarm']",1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,5120,70,319,190,47,50,0.1,50,57,50,65,bug,electric,0.6,5,0
596,Galvantula,"['Compoundeyes', 'Unnerve', 'Swarm']",1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,5120,70,472,75,77,60,0.8,70,97,60,108,bug,electric,14.3,5,0
597,Ferroseed,['Iron Barbs'],1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,5120,70,305,255,50,91,0.6,44,24,86,10,grass,steel,18.8,5,0
598,Ferrothorn,"['Iron Barbs', 'Anticipation']",1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,5120,70,489,90,94,131,1,74,54,116,20,grass,steel,110,5,0
599,Klink,"['Plus', 'Minus', 'Clear Body']",0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,5120,70,300,130,55,70,0.3,40,45,60,30,steel,,21,5,0
600,Klang,"['Plus', 'Minus', 'Clear Body']",0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,5120,70,440,60,80,95,0.6,60,70,85,50,steel,,51,5,0
601,Klinklang,"['Plus', 'Minus', 'Clear Body']",0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,5120,70,520,30,100,115,0.6,60,70,85,90,steel,,81,5,0
602,Tynamo,['Levitate'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,275,190,55,40,0.2,35,45,40,60,electric,,0.3,5,0
603,Eelektrik,['Levitate'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,405,60,85,70,1.2,65,75,70,40,electric,,22,5,0
604,Eelektross,['Levitate'],1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,515,30,115,80,2.1,85,105,80,50,electric,,80.5,5,0
605,Elgyem,"['Telepathy', 'Synchronize', 'Analytic']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,335,255,55,55,0.5,55,85,55,30,psychic,,9,5,0
606,Beheeyem,"['Telepathy', 'Synchronize', 'Analytic']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,485,90,75,75,1,75,125,95,40,psychic,,34.5,5,0
607,Litwick,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,5120,70,275,190,30,55,0.3,50,65,55,20,ghost,fire,3.1,5,0
608,Lampent,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,5120,70,370,90,40,60,0.6,60,95,60,55,ghost,fire,13,5,0
609,Chandelure,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,5120,70,520,45,55,90,1,60,145,90,80,ghost,fire,34.3,5,0
610,Axew,"['Rivalry', 'Mold Breaker', 'Unnerve']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,320,75,87,60,0.6,46,30,40,57,dragon,,18,5,0
611,Fraxure,"['Rivalry', 'Mold Breaker', 'Unnerve']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,410,60,117,70,1,66,40,50,67,dragon,,36,5,0
612,Haxorus,"['Rivalry', 'Mold Breaker', 'Unnerve']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,540,45,147,90,1.8,76,60,70,97,dragon,,105.5,5,0
613,Cubchoo,"['Snow Cloak', 'Slush Rush', 'Rattled']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,305,120,70,40,0.5,55,60,40,40,ice,,8.5,5,0
614,Beartic,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,505,60,130,80,2.6,95,70,80,50,ice,,260,5,0
615,Cryogonal,['Levitate'],1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,6400,70,515,25,50,50,1.1,80,95,135,105,ice,,148,5,0
616,Shelmet,"['Hydration', 'Shell Armor', 'Overcoat']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,305,200,40,85,0.4,50,40,65,25,bug,,7.7,5,0
617,Accelgor,"['Hydration', 'Sticky Hold', 'Unburden']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,495,75,70,40,0.8,80,100,60,145,bug,,25.3,5,0
618,Stunfisk,"['Static', 'Limber', 'Sand Veil']",1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,5120,70,471,75,66,84,0.7,109,81,99,32,ground,electric,11,5,0
619,Mienfoo,"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,350,180,85,50,0.9,45,55,50,65,fighting,,20,5,0
620,Mienshao,"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,510,45,125,60,1.4,65,95,60,105,fighting,,35.5,5,0
621,Druddigon,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,7680,70,485,45,120,90,1.6,77,60,90,48,dragon,,139,5,0
622,Golett,"['Iron Fist', 'Klutz', 'No Guard']",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,6400,70,303,190,74,50,1,59,35,50,35,ground,ghost,92,5,0
623,Golurk,"['Iron Fist', 'Klutz', 'No Guard']",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,6400,70,483,90,124,80,2.8,89,55,80,55,ground,ghost,330,5,0
624,Pawniard,"['Defiant', 'Inner Focus', 'Pressure']",1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,5120,35,340,120,85,70,0.5,45,40,40,60,dark,steel,10.2,5,0
625,Bisharp,"['Defiant', 'Inner Focus', 'Pressure']",1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,5120,35,490,45,125,100,1.6,65,60,70,70,dark,steel,70,5,0
